xiphophorus_groups/OG0000213.fa:1:>sp|P40305|IFI27_HUMAN
xiphophorus_groups/OG0011343.fa:1:>sp|P24539|AT5F1_HUMAN
xiphophorus_groups/OG0011343.fa:7:>sp|Q9CQQ7|AT5F1_MOUSE
xiphophorus_groups/OG0011384.fa:1:>sp|O75879|GATB_HUMAN
xiphophorus_groups/OG0011384.fa:12:>sp|Q99JT1|GATB_MOUSE
xiphophorus_groups/OG0011386.fa:1:>sp|P22830|HEMH_HUMAN
xiphophorus_groups/OG0011386.fa:10:>sp|P22315|HEMH_MOUSE
xiphophorus_groups/OG0011387.fa:1:>sp|Q02338|BDH_HUMAN
xiphophorus_groups/OG0011387.fa:8:>sp|Q80XN0|BDH_MOUSE
xiphophorus_groups/OG0011388.fa:1:>sp|Q08J23|NSUN2_HUMAN
xiphophorus_groups/OG0011388.fa:15:>sp|Q1HFZ0|NSUN2_MOUSE
xiphophorus_groups/OG0011394.fa:1:>sp|Q6P444|MTFR2_HUMAN
xiphophorus_groups/OG0011394.fa:9:>sp|Q8VED8|MTFR2_MOUSE
xiphophorus_groups/OG0011396.fa:1:>sp|Q86U28|ISCA2_HUMAN
xiphophorus_groups/OG0011396.fa:5:>sp|Q9DCB8|ISCA2_MOUSE
xiphophorus_groups/OG0011401.fa:1:>sp|Q8N0X4|CLYBL_HUMAN
xiphophorus_groups/OG0011401.fa:8:>sp|Q8R4N0|CLYBL_MOUSE
xiphophorus_groups/OG0011418.fa:1:>sp|Q9UI43|MRM2_HUMAN
xiphophorus_groups/OG0011418.fa:7:>sp|Q9CPY0|MRM2_MOUSE
xiphophorus_groups/OG0011419.fa:1:>sp|Q9UIJ7|KAD3_HUMAN
xiphophorus_groups/OG0011419.fa:6:>sp|Q9WTP7|KAD3_MOUSE
xiphophorus_groups/OG0011433.fa:1:>sp|P22307|SCP2_HUMAN
xiphophorus_groups/OG0011433.fa:12:>sp|P32020|SCP2_MOUSE
xiphophorus_groups/OG0011456.fa:1:>sp|Q8N5Z0|AADAT_HUMAN
xiphophorus_groups/OG0011456.fa:10:>sp|Q9WVM8|AADAT_MOUSE
xiphophorus_groups/OG0011475.fa:1:>sp|O60220|TIM8A_HUMAN
xiphophorus_groups/OG0011475.fa:4:>sp|Q9WVA2|TIM8A_MOUSE
xiphophorus_groups/OG0011479.fa:1:>sp|O96011|PX11B_HUMAN
xiphophorus_groups/OG0011479.fa:7:>sp|Q9Z210|PX11B_MOUSE
xiphophorus_groups/OG0011481.fa:1:>sp|P33316|DUT_HUMAN
xiphophorus_groups/OG0011481.fa:7:>sp|Q9CQ43|DUT_MOUSE
xiphophorus_groups/OG0011491.fa:1:>sp|Q6P1L8|RM14_HUMAN
xiphophorus_groups/OG0011491.fa:5:>sp|Q9D1I6|RM14_MOUSE
xiphophorus_groups/OG0011509.fa:1:>sp|Q9Y255|PRLD1_HUMAN
xiphophorus_groups/OG0011509.fa:6:>sp|Q8R107|PRLD1_MOUSE
xiphophorus_groups/OG0011513.fa:1:>sp|O95822|DCMC_HUMAN
xiphophorus_groups/OG0011513.fa:11:>sp|Q99J39|DCMC_MOUSE
xiphophorus_groups/OG0011536.fa:1:>sp|Q8WUT9|S2543_HUMAN
xiphophorus_groups/OG0011536.fa:8:>sp|A2A3V2|S2543_MOUSE
xiphophorus_groups/OG0011548.fa:1:>sp|O43819|SCO2_HUMAN
xiphophorus_groups/OG0011548.fa:7:>sp|Q8VCL2|SCO2_MOUSE
xiphophorus_groups/OG0011552.fa:1:>sp|P30048|PRDX3_HUMAN
xiphophorus_groups/OG0011552.fa:7:>sp|P20108|PRDX3_MOUSE
xiphophorus_groups/OG0011558.fa:1:>sp|Q5T160|SYRM_HUMAN
xiphophorus_groups/OG0011558.fa:12:>sp|Q3U186|SYRM_MOUSE
xiphophorus_groups/OG0011575.fa:1:>sp|Q96I99|SUCB2_HUMAN
xiphophorus_groups/OG0011575.fa:10:>sp|Q9Z2I8|SUCB2_MOUSE
xiphophorus_groups/OG0011580.fa:1:>sp|Q9BYN8|RT26_HUMAN
xiphophorus_groups/OG0011580.fa:6:>sp|Q80ZS3|RT26_MOUSE
xiphophorus_groups/OG0011588.fa:1:>sp|Q9Y3D3|RT16_HUMAN
xiphophorus_groups/OG0011588.fa:5:>sp|Q9CPX7|RT16_MOUSE
xiphophorus_groups/OG0011595.fa:1:>sp|O94761|RECQ4_HUMAN
xiphophorus_groups/OG0011595.fa:23:>sp|Q75NR7|RECQ4_MOUSE
xiphophorus_groups/OG0011615.fa:1:>sp|Q92934|BAD_HUMAN
xiphophorus_groups/OG0011615.fa:5:>sp|Q61337|BAD_MOUSE
xiphophorus_groups/OG0011620.fa:1:>sp|Q9H6K4|OPA3_HUMAN
xiphophorus_groups/OG0011620.fa:5:>sp|Q505D7|OPA3_MOUSE
xiphophorus_groups/OG0011623.fa:1:>sp|Q9NVH0|EXD2_HUMAN
xiphophorus_groups/OG0011623.fa:13:>sp|Q8VEG4|EXD2_MOUSE
xiphophorus_groups/OG0011625.fa:1:>sp|Q9NZB8|MOCS1_HUMAN
xiphophorus_groups/OG0011625.fa:13:>sp|Q5RKZ7|MOCS1_MOUSE
xiphophorus_groups/OG0011639.fa:1:>sp|P56385|ATP5I_HUMAN
xiphophorus_groups/OG0011639.fa:4:>sp|Q06185|ATP5I_MOUSE
xiphophorus_groups/OG0011646.fa:1:>sp|Q6KCM7|SCMC2_HUMAN
xiphophorus_groups/OG0011646.fa:10:>sp|A2ASZ8|SCMC2_MOUSE
xiphophorus_groups/OG0011651.fa:1:>sp|Q8NFF5|FAD1_HUMAN
xiphophorus_groups/OG0011651.fa:12:>sp|Q8R123|FAD1_MOUSE
xiphophorus_groups/OG0011707.fa:1:>sp|Q9NSE4|SYIM_HUMAN
xiphophorus_groups/OG0011707.fa:19:>sp|Q8BIJ6|SYIM_MOUSE
xiphophorus_groups/OG0011713.fa:1:>sp|O15091|MRPP3_HUMAN
xiphophorus_groups/OG0011713.fa:12:>sp|Q8JZY4|MRPP3_MOUSE
xiphophorus_groups/OG0011723.fa:1:>sp|P34913|HYES_HUMAN
xiphophorus_groups/OG0011723.fa:12:>sp|P34914|HYES_MOUSE
xiphophorus_groups/OG0011725.fa:1:>sp|P82933|RT09_HUMAN
xiphophorus_groups/OG0011725.fa:9:>sp|Q9D7N3|RT09_MOUSE
xiphophorus_groups/OG0011736.fa:1:>sp|Q5XKP0|MIC13_HUMAN
xiphophorus_groups/OG0011736.fa:4:>sp|Q8R404|MIC13_MOUSE
xiphophorus_groups/OG0011751.fa:1:>sp|Q96I51|RCC1L_HUMAN
xiphophorus_groups/OG0011751.fa:10:>sp|Q9CYF5|RCC1L_MOUSE
xiphophorus_groups/OG0011753.fa:1:>sp|Q96LW4|PRIPO_HUMAN
xiphophorus_groups/OG0011753.fa:12:>sp|Q6P1E7|PRIPO_MOUSE
xiphophorus_groups/OG0011772.fa:1:>sp|P04179|SODM_HUMAN
xiphophorus_groups/OG0011772.fa:6:>sp|P09671|SODM_MOUSE
xiphophorus_groups/OG0011778.fa:1:>sp|P49406|RM19_HUMAN
xiphophorus_groups/OG0011778.fa:7:>sp|Q9D338|RM19_MOUSE
xiphophorus_groups/OG0011781.fa:1:>sp|Q3SXM5|HSDL1_HUMAN
xiphophorus_groups/OG0011781.fa:8:>sp|Q8BTX9|HSDL1_MOUSE
xiphophorus_groups/OG0011801.fa:1:>sp|Q9BSK2|S2533_HUMAN
xiphophorus_groups/OG0011801.fa:8:>sp|Q3TZX3|S2533_MOUSE
xiphophorus_groups/OG0011805.fa:1:>sp|Q9H3L0|MMAD_HUMAN
xiphophorus_groups/OG0011805.fa:7:>sp|Q99LS1|MMAD_MOUSE
xiphophorus_groups/OG0011807.fa:1:>sp|Q9NVS2|RT18A_HUMAN
xiphophorus_groups/OG0011807.fa:6:>sp|Q99N85|RT18A_MOUSE
xiphophorus_groups/OG0011820.fa:1:>sp|P14927|QCR7_HUMAN
xiphophorus_groups/OG0011820.fa:4:>sp|Q9D855|QCR7_MOUSE
xiphophorus_groups/OG0011823.fa:1:>sp|P51530|DNA2_HUMAN
xiphophorus_groups/OG0011823.fa:20:>sp|Q6ZQJ5|DNA2_MOUSE
xiphophorus_groups/OG0011831.fa:1:>sp|Q8N0Z8|PUSL1_HUMAN
xiphophorus_groups/OG0011831.fa:8:>sp|A2ADA5|PUSL1_MOUSE
xiphophorus_groups/OG0011834.fa:1:>sp|Q9BQC6|RT63_HUMAN
xiphophorus_groups/OG0011834.fa:4:>sp|Q9CQF8|RT63_MOUSE
xiphophorus_groups/OG0011843.fa:1:>sp|Q9Y676|RT18B_HUMAN
xiphophorus_groups/OG0011843.fa:7:>sp|Q99N84|RT18B_MOUSE
xiphophorus_groups/OG0011844.fa:1:>sp|A6NC05|YD286_HUMAN
xiphophorus_groups/OG0011844.fa:5:>sp|Q9CWB7|YD286_MOUSE
xiphophorus_groups/OG0011894.fa:1:>sp|P10809|CH60_HUMAN
xiphophorus_groups/OG0011894.fa:12:>sp|P63038|CH60_MOUSE
xiphophorus_groups/OG0011896.fa:1:>sp|P36404|ARL2_HUMAN
xiphophorus_groups/OG0011896.fa:6:>sp|Q9D0J4|ARL2_MOUSE
xiphophorus_groups/OG0011906.fa:1:>sp|Q6UB35|C1TM_HUMAN
xiphophorus_groups/OG0011906.fa:19:>sp|Q3V3R1|C1TM_MOUSE
xiphophorus_groups/OG0011915.fa:1:>sp|Q969V5|MUL1_HUMAN
xiphophorus_groups/OG0011915.fa:8:>sp|Q8VCM5|MUL1_MOUSE
xiphophorus_groups/OG0011916.fa:1:>sp|Q96NB2|SFXN2_HUMAN
xiphophorus_groups/OG0011916.fa:8:>sp|Q925N2|SFXN2_MOUSE
xiphophorus_groups/OG0011929.fa:1:>sp|O75570|RF1M_HUMAN
xiphophorus_groups/OG0011929.fa:10:>sp|Q8K126|RF1M_MOUSE
xiphophorus_groups/OG0011932.fa:1:>sp|P17568|NDUB7_HUMAN
xiphophorus_groups/OG0011932.fa:5:>sp|Q9CR61|NDUB7_MOUSE
xiphophorus_groups/OG0011946.fa:1:>sp|Q96SZ6|CK5P1_HUMAN
xiphophorus_groups/OG0011946.fa:13:>sp|Q8BTW8|CK5P1_MOUSE
xiphophorus_groups/OG0011955.fa:1:>sp|Q9P0M9|RM27_HUMAN
xiphophorus_groups/OG0011955.fa:5:>sp|Q99N92|RM27_MOUSE
xiphophorus_groups/OG0011966.fa:1:>sp|P21796|VDAC1_HUMAN
xiphophorus_groups/OG0011966.fa:7:>sp|Q60932|VDAC1_MOUSE
xiphophorus_groups/OG0011968.fa:1:>sp|P43304|GPDM_HUMAN
xiphophorus_groups/OG0011968.fa:15:>sp|Q64521|GPDM_MOUSE
xiphophorus_groups/OG0011970.fa:1:>sp|P50583|AP4A_HUMAN
xiphophorus_groups/OG0011970.fa:5:>sp|P56380|AP4A_MOUSE
xiphophorus_groups/OG0011975.fa:1:>sp|P78537|BL1S1_HUMAN
xiphophorus_groups/OG0011975.fa:5:>sp|O55102|BL1S1_MOUSE
xiphophorus_groups/OG0011994.fa:1:>sp|Q9NS18|GLRX2_HUMAN
xiphophorus_groups/OG0011994.fa:5:>sp|Q923X4|GLRX2_MOUSE
xiphophorus_groups/OG0011997.fa:1:>sp|Q9NWX6|THG1_HUMAN
xiphophorus_groups/OG0011997.fa:7:>sp|Q9CY52|THG1_MOUSE
xiphophorus_groups/OG0012036.fa:1:>sp|Q8IWL3|HSC20_HUMAN
xiphophorus_groups/OG0012036.fa:6:>sp|Q8K3A0|HSC20_MOUSE
xiphophorus_groups/OG0012038.fa:1:>sp|Q8N5M1|ATPF2_HUMAN
xiphophorus_groups/OG0012038.fa:7:>sp|Q91YY4|ATPF2_MOUSE
xiphophorus_groups/OG0012049.fa:1:>sp|Q9NRN9|METL5_HUMAN
xiphophorus_groups/OG0012049.fa:6:>sp|Q8K1A0|METL5_MOUSE
xiphophorus_groups/OG0012062.fa:1:>sp|P54098|DPOG1_HUMAN
xiphophorus_groups/OG0012062.fa:23:>sp|P54099|DPOG1_MOUSE
xiphophorus_groups/OG0012104.fa:1:>sp|P82930|RT34_HUMAN
xiphophorus_groups/OG0012104.fa:6:>sp|Q9JIK9|RT34_MOUSE
xiphophorus_groups/OG0012125.fa:1:>sp|Q9NR77|PXMP2_HUMAN
xiphophorus_groups/OG0012125.fa:6:>sp|P42925|PXMP2_MOUSE
xiphophorus_groups/OG0012132.fa:1:>sp|Q9Y2Q3|GSTK1_HUMAN
xiphophorus_groups/OG0012132.fa:6:>sp|Q9DCM2|GSTK1_MOUSE
xiphophorus_groups/OG0012157.fa:1:>sp|Q6PIV7|S2534_HUMAN
xiphophorus_groups/OG0012157.fa:8:>sp|A2ADF7|S2534_MOUSE
xiphophorus_groups/OG0012175.fa:1:>sp|Q9UDX5|MTFP1_HUMAN
xiphophorus_groups/OG0012175.fa:5:>sp|Q9CRB8|MTFP1_MOUSE
xiphophorus_groups/OG0012187.fa:1:>sp|P16219|ACADS_HUMAN
xiphophorus_groups/OG0012187.fa:9:>sp|Q07417|ACADS_MOUSE
xiphophorus_groups/OG0012219.fa:1:>sp|Q9NX20|RM16_HUMAN
xiphophorus_groups/OG0012219.fa:7:>sp|Q99N93|RM16_MOUSE
xiphophorus_groups/OG0012240.fa:1:>sp|P56181|NDUV3_HUMAN
xiphophorus_groups/OG0012240.fa:4:>sp|Q8BK30|NDUV3_MOUSE
xiphophorus_groups/OG0012278.fa:1:>sp|P21953|ODBB_HUMAN
xiphophorus_groups/OG0012278.fa:9:>sp|Q6P3A8|ODBB_MOUSE
xiphophorus_groups/OG0012279.fa:1:>sp|P36969|GPX4_HUMAN
xiphophorus_groups/OG0012279.fa:6:>sp|O70325|GPX4_MOUSE
xiphophorus_groups/OG0012281.fa:1:>sp|P57105|SYJ2B_HUMAN
xiphophorus_groups/OG0012281.fa:5:>sp|Q9D6K5|SYJ2B_MOUSE
xiphophorus_groups/OG0012290.fa:1:>sp|Q7Z6M4|MTEF4_HUMAN
xiphophorus_groups/OG0012290.fa:9:>sp|Q8BVN4|MTEF4_MOUSE
xiphophorus_groups/OG0012314.fa:1:>sp|O60930|RNH1_HUMAN
xiphophorus_groups/OG0012314.fa:7:>sp|O70338|RNH1_MOUSE
xiphophorus_groups/OG0012321.fa:1:>sp|P10415|BCL2_HUMAN
xiphophorus_groups/OG0012321.fa:6:>sp|P10417|BCL2_MOUSE
xiphophorus_groups/OG0012331.fa:1:>sp|Q5T440|CAF17_HUMAN
xiphophorus_groups/OG0012331.fa:8:>sp|Q8CAK1|CAF17_MOUSE
xiphophorus_groups/OG0012362.fa:1:>sp|Q4G176|ACSF3_HUMAN
xiphophorus_groups/OG0012362.fa:12:>sp|Q3URE1|ACSF3_MOUSE
xiphophorus_groups/OG0012372.fa:1:>sp|Q8NCN5|PDPR_HUMAN
xiphophorus_groups/OG0012372.fa:17:>sp|Q7TSQ8|PDPR_MOUSE
xiphophorus_groups/OG0012391.fa:1:>sp|Q9Y3D2|MSRB2_HUMAN
xiphophorus_groups/OG0012391.fa:6:>sp|Q78J03|MSRB2_MOUSE
xiphophorus_groups/OG0012402.fa:1:>sp|P49916|DNLI3_HUMAN
xiphophorus_groups/OG0012402.fa:19:>sp|P97386|DNLI3_MOUSE
xiphophorus_groups/OG0012409.fa:1:>sp|Q6IN84|MRM1_HUMAN
xiphophorus_groups/OG0012409.fa:8:>sp|Q99J25|MRM1_MOUSE
xiphophorus_groups/OG0012412.fa:1:>sp|Q7Z7H8|RM10_HUMAN
xiphophorus_groups/OG0012412.fa:7:>sp|Q3TBW2|RM10_MOUSE
xiphophorus_groups/OG0012418.fa:1:>sp|Q96BW9|TAM41_HUMAN
xiphophorus_groups/OG0012418.fa:10:>sp|Q3TUH1|TAM41_MOUSE
xiphophorus_groups/OG0012421.fa:1:>sp|Q9BQ95|ECSIT_HUMAN
xiphophorus_groups/OG0012421.fa:10:>sp|Q9QZH6|ECSIT_MOUSE
xiphophorus_groups/OG0012429.fa:1:>sp|Q9Y5J6|T10B_HUMAN
xiphophorus_groups/OG0012429.fa:4:>sp|Q9WV96|T10B_MOUSE
xiphophorus_groups/OG0012433.fa:1:>sp|O75394|RM33_HUMAN
xiphophorus_groups/OG0012433.fa:4:>sp|Q9CQP0|RM33_MOUSE
xiphophorus_groups/OG0012439.fa:1:>sp|P48728|GCST_HUMAN
xiphophorus_groups/OG0012439.fa:9:>sp|Q8CFA2|GCST_MOUSE
xiphophorus_groups/OG0012448.fa:1:>sp|Q53H82|LACB2_HUMAN
xiphophorus_groups/OG0012448.fa:7:>sp|Q99KR3|LACB2_MOUSE
xiphophorus_groups/OG0012488.fa:1:>sp|Q86WW8|COA5_HUMAN
xiphophorus_groups/OG0012488.fa:4:>sp|Q99M07|COA5_MOUSE
xiphophorus_groups/OG0012490.fa:1:>sp|Q8N442|GUF1_HUMAN
xiphophorus_groups/OG0012490.fa:14:>sp|Q8C3X4|GUF1_MOUSE
xiphophorus_groups/OG0012495.fa:1:>sp|Q96LU5|IMP1L_HUMAN
xiphophorus_groups/OG0012495.fa:5:>sp|Q9CQU8|IMP1L_MOUSE
xiphophorus_groups/OG0012498.fa:1:>sp|Q9NXH9|TRM1_HUMAN
xiphophorus_groups/OG0012498.fa:13:>sp|Q3TX08|TRM1_MOUSE
xiphophorus_groups/OG0012519.fa:1:>sp|P80404|GABT_HUMAN
xiphophorus_groups/OG0012519.fa:11:>sp|P61922|GABT_MOUSE
xiphophorus_groups/OG0012525.fa:1:>sp|Q6P587|FAHD1_HUMAN
xiphophorus_groups/OG0012525.fa:6:>sp|Q8R0F8|FAHD1_MOUSE
xiphophorus_groups/OG0012527.fa:1:>sp|Q86WA6|BPHL_HUMAN
xiphophorus_groups/OG0012527.fa:7:>sp|Q8R164|BPHL_MOUSE
xiphophorus_groups/OG0012543.fa:1:>sp|Q9HA92|RSAD1_HUMAN
xiphophorus_groups/OG0012543.fa:10:>sp|Q5SUV1|RSAD1_MOUSE
xiphophorus_groups/OG0012554.fa:1:>sp|O43678|NDUA2_HUMAN
xiphophorus_groups/OG0012554.fa:4:>sp|Q9CQ75|NDUA2_MOUSE
xiphophorus_groups/OG0012561.fa:1:>sp|P23786|CPT2_HUMAN
xiphophorus_groups/OG0012561.fa:13:>sp|P52825|CPT2_MOUSE
xiphophorus_groups/OG0012572.fa:1:>sp|Q5BKU9|OXLD1_HUMAN
xiphophorus_groups/OG0012572.fa:5:>sp|Q9CR10|OXLD1_MOUSE
xiphophorus_groups/OG0012574.fa:1:>sp|Q5SQH8|CF136_HUMAN
xiphophorus_groups/OG0012574.fa:8:>tr|B8JJ69|B8JJ69_MOUSE
xiphophorus_groups/OG0012582.fa:1:>sp|Q96GE9|DMAC1_HUMAN
xiphophorus_groups/OG0012582.fa:4:>sp|Q9CQ00|DMAC1_MOUSE
xiphophorus_groups/OG0012596.fa:1:>sp|P22695|QCR2_HUMAN
xiphophorus_groups/OG0012596.fa:10:>sp|Q9DB77|QCR2_MOUSE
xiphophorus_groups/OG0012604.fa:1:>sp|Q3ZCQ8|TIM50_HUMAN
xiphophorus_groups/OG0012604.fa:8:>sp|Q9D880|TIM50_MOUSE
xiphophorus_groups/OG0012610.fa:1:>sp|Q8N413|S2545_HUMAN
xiphophorus_groups/OG0012610.fa:7:>sp|Q8CFJ7|S2545_MOUSE
xiphophorus_groups/OG0012615.fa:1:>sp|Q96A26|F162A_HUMAN
xiphophorus_groups/OG0012615.fa:5:>sp|Q9D6U8|F162A_MOUSE
xiphophorus_groups/OG0012618.fa:1:>sp|Q96EY1|DNJA3_HUMAN
xiphophorus_groups/OG0012618.fa:10:>sp|Q99M87|DNJA3_MOUSE
xiphophorus_groups/OG0012624.fa:1:>sp|Q9BXM7|PINK1_HUMAN
xiphophorus_groups/OG0012624.fa:12:>sp|Q99MQ3|PINK1_MOUSE
xiphophorus_groups/OG0012627.fa:1:>sp|Q9HC21|TPC_HUMAN
xiphophorus_groups/OG0012627.fa:8:>sp|Q9DAM5|TPC_MOUSE
xiphophorus_groups/OG0012663.fa:1:>sp|Q9H061|T126A_HUMAN
xiphophorus_groups/OG0012663.fa:6:>sp|Q9D8Y1|T126A_MOUSE
xiphophorus_groups/OG0012665.fa:1:>sp|Q9NWU5|RM22_HUMAN
xiphophorus_groups/OG0012665.fa:6:>sp|Q8BU88|RM22_MOUSE
xiphophorus_groups/OG0012668.fa:1:>sp|Q9UJZ1|STML2_HUMAN
xiphophorus_groups/OG0012668.fa:8:>sp|Q99JB2|STML2_MOUSE
xiphophorus_groups/OG0012677.fa:1:>sp|P13804|ETFA_HUMAN
xiphophorus_groups/OG0012677.fa:8:>sp|Q99LC5|ETFA_MOUSE
xiphophorus_groups/OG0012682.fa:1:>sp|P51649|SSDH_HUMAN
xiphophorus_groups/OG0012682.fa:11:>sp|Q8BWF0|SSDH_MOUSE
xiphophorus_groups/OG0012686.fa:1:>sp|Q13011|ECH1_HUMAN
xiphophorus_groups/OG0012686.fa:8:>sp|O35459|ECH1_MOUSE
xiphophorus_groups/OG0012697.fa:1:>sp|Q96LL9|DJC30_HUMAN
xiphophorus_groups/OG0012697.fa:6:>sp|P59041|DJC30_MOUSE
xiphophorus_groups/OG0012717.fa:1:>sp|P40939|ECHA_HUMAN
xiphophorus_groups/OG0012717.fa:15:>sp|Q8BMS1|ECHA_MOUSE
xiphophorus_groups/OG0012731.fa:1:>sp|Q86U90|YRDC_HUMAN
xiphophorus_groups/OG0012731.fa:7:>sp|Q3U5F4|YRDC_MOUSE
xiphophorus_groups/OG0012770.fa:1:>sp|Q969Y2|GTPB3_HUMAN
xiphophorus_groups/OG0012770.fa:11:>sp|Q923K4|GTPB3_MOUSE
xiphophorus_groups/OG0012778.fa:1:>sp|Q9P0S2|COX16_HUMAN
xiphophorus_groups/OG0012778.fa:4:>sp|Q9CR63|COX16_MOUSE
xiphophorus_groups/OG0012790.fa:1:>sp|O75414|NDK6_HUMAN
xiphophorus_groups/OG0012790.fa:6:>sp|O88425|NDK6_MOUSE
xiphophorus_groups/OG0012796.fa:1:>sp|Q14CZ7|FAKD3_HUMAN
xiphophorus_groups/OG0012796.fa:14:>sp|Q8BSN9|FAKD3_MOUSE
xiphophorus_groups/OG0012800.fa:1:>sp|Q6P4F2|FDX2_HUMAN
xiphophorus_groups/OG0012800.fa:6:>sp|Q9CPW2|FDX2_MOUSE
xiphophorus_groups/OG0012822.fa:1:>sp|Q9H649|NSUN3_HUMAN
xiphophorus_groups/OG0012822.fa:8:>sp|Q8CCT7|NSUN3_MOUSE
xiphophorus_groups/OG0012859.fa:1:>sp|Q9GZT8|NIF3L_HUMAN
xiphophorus_groups/OG0012859.fa:9:>sp|Q9EQ80|NIF3L_MOUSE
xiphophorus_groups/OG0012862.fa:1:>sp|Q9NP81|SYSM_HUMAN
xiphophorus_groups/OG0012862.fa:11:>sp|Q9JJL8|SYSM_MOUSE
xiphophorus_groups/OG0012864.fa:1:>sp|Q9NW81|DMAC2_HUMAN
xiphophorus_groups/OG0012864.fa:7:>sp|Q9D7K5|DMAC2_MOUSE
xiphophorus_groups/OG0012866.fa:1:>sp|Q9NYQ3|HAOX2_HUMAN
xiphophorus_groups/OG0012866.fa:8:>sp|Q9NYQ2|HAOX2_MOUSE
xiphophorus_groups/OG0012869.fa:1:>sp|Q9UHN1|DPOG2_HUMAN
xiphophorus_groups/OG0012869.fa:11:>sp|Q9QZM2|DPOG2_MOUSE
xiphophorus_groups/OG0012873.fa:1:>sp|O75127|PTCD1_HUMAN
xiphophorus_groups/OG0012873.fa:14:>sp|Q8C2E4|PTCD1_MOUSE
xiphophorus_groups/OG0012876.fa:1:>sp|P00390|GSHR_HUMAN
xiphophorus_groups/OG0012876.fa:11:>sp|P47791|GSHR_MOUSE
xiphophorus_groups/OG0012878.fa:1:>sp|P11498|PYC_HUMAN
xiphophorus_groups/OG0012878.fa:22:>sp|Q05920|PYC_MOUSE
xiphophorus_groups/OG0012895.fa:1:>sp|Q7Z2W9|RM21_HUMAN
xiphophorus_groups/OG0012895.fa:6:>sp|Q9D1N9|RM21_MOUSE
xiphophorus_groups/OG0012898.fa:1:>sp|Q96H96|COQ2_HUMAN
xiphophorus_groups/OG0012898.fa:9:>sp|Q66JT7|COQ2_MOUSE
xiphophorus_groups/OG0012906.fa:1:>sp|Q9NRG7|D39U1_HUMAN
xiphophorus_groups/OG0012906.fa:7:>sp|Q5M8N4|D39U1_MOUSE
xiphophorus_groups/OG0012919.fa:1:>sp|P06576|ATPB_HUMAN
xiphophorus_groups/OG0012919.fa:11:>sp|P56480|ATPB_MOUSE
xiphophorus_groups/OG0012939.fa:1:>sp|Q969Z0|FAKD4_HUMAN
xiphophorus_groups/OG0012939.fa:13:>sp|Q91YM4|FAKD4_MOUSE
xiphophorus_groups/OG0012950.fa:1:>sp|Q9NPH0|PPA6_HUMAN
xiphophorus_groups/OG0012950.fa:10:>sp|Q8BP40|PPA6_MOUSE
xiphophorus_groups/OG0012964.fa:1:>sp|P14735|IDE_HUMAN
xiphophorus_groups/OG0012964.fa:19:>sp|Q9JHR7|IDE_MOUSE
xiphophorus_groups/OG0012990.fa:1:>sp|Q9Y2Q9|RT28_HUMAN
xiphophorus_groups/OG0012990.fa:6:>sp|Q9CY16|RT28_MOUSE
xiphophorus_groups/OG0012996.fa:1:>sp|P23368|MAOM_HUMAN
xiphophorus_groups/OG0012996.fa:12:>sp|Q99KE1|MAOM_MOUSE
xiphophorus_groups/OG0013016.fa:1:>sp|Q8WUK0|PTPM1_HUMAN
xiphophorus_groups/OG0013016.fa:6:>sp|Q66GT5|PTPM1_MOUSE
xiphophorus_groups/OG0013023.fa:1:>sp|Q9H2W6|RM46_HUMAN
xiphophorus_groups/OG0013023.fa:7:>sp|Q9EQI8|RM46_MOUSE
xiphophorus_groups/OG0013027.fa:1:>sp|Q9NWU1|OXSM_HUMAN
xiphophorus_groups/OG0013027.fa:10:>sp|Q9D404|OXSM_MOUSE
xiphophorus_groups/OG0013055.fa:1:>sp|Q13084|RM28_HUMAN
xiphophorus_groups/OG0013055.fa:7:>sp|Q9D1B9|RM28_MOUSE
xiphophorus_groups/OG0013062.fa:1:>sp|Q8IYQ7|THNS1_HUMAN
xiphophorus_groups/OG0013062.fa:15:>sp|Q8BH55|THNS1_MOUSE
xiphophorus_groups/OG0013105.fa:1:>sp|Q99497|PARK7_HUMAN
xiphophorus_groups/OG0013105.fa:6:>sp|Q99LX0|PARK7_MOUSE
xiphophorus_groups/OG0013127.fa:1:>sp|P22234|PUR6_HUMAN
xiphophorus_groups/OG0013127.fa:10:>sp|Q9DCL9|PUR6_MOUSE
xiphophorus_groups/OG0013137.fa:1:>sp|Q7Z4W1|DCXR_HUMAN
xiphophorus_groups/OG0013137.fa:7:>sp|Q91X52|DCXR_MOUSE
xiphophorus_groups/OG0013140.fa:1:>sp|Q8NAN2|MIGA1_HUMAN
xiphophorus_groups/OG0013140.fa:13:>sp|Q4QQM5|MIGA1_MOUSE
xiphophorus_groups/OG0013143.fa:1:>sp|Q8WVM0|TFB1M_HUMAN
xiphophorus_groups/OG0013143.fa:8:>sp|Q8JZM0|TFB1M_MOUSE
xiphophorus_groups/OG0013151.fa:1:>sp|Q9BYC9|RM20_HUMAN
xiphophorus_groups/OG0013151.fa:5:>sp|Q9CQL4|RM20_MOUSE
xiphophorus_groups/OG0013153.fa:1:>sp|Q9H7H0|MET17_HUMAN
xiphophorus_groups/OG0013153.fa:10:>sp|Q3U2U7|MET17_MOUSE
xiphophorus_groups/OG0013154.fa:1:>sp|Q9NP92|RT30_HUMAN
xiphophorus_groups/OG0013154.fa:10:>sp|Q9D0G0|RT30_MOUSE
